material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,elastic_modulus_GPa,MQI
mp-574106,Ta4Y3,2,monoclinic,4,Oxide,-4.6887,0.0276,4.613,0,144.67,76.74,0.2728,4.395,4,222.59,2221.0,1,195.34934399999997,115.45160639999999
mp-686530,Bi3Pt4Os2H3,4,hexagonal,188,Chalcogenide,-0.3406,0.2325,0.188,0,36.49,15.72,0.3086,0.903,16,163.29,1079.0,0,41.142384,24.324230399999998
mp-741506,Al4PdRh2,3,orthorhombic,56,Perovskite,-2.8043,0.0229,3.749,0,56.83,36.7,0.2307,6.177,8,859.57,579.0,1,90.33338,51.729228000000006
mp-769407,ClSn3Al,3,trigonal,147,Alloy,-0.3133,0.2013,0.0,1,85.61,61.18,0.2067,2.84,8,346.02,2317.0,0,147.651812,87.45508720000001
mp-911954,F,1,cubic,200,Halide,-1.1571,0.1567,4.498,0,125.18,61.17,0.2851,5.219,4,297.52,200.0,0,157.219134,92.2438804
mp-894771,Se2CrIr,3,orthorhombic,27,Sulfide,-0.2829,0.0171,1.075,0,41.39,20.3,0.2979,4.482,4,186.73,2029.0,1,52.69474,29.824044
mp-900311,In2Zn2K4,3,monoclinic,7,Carbide,-1.8839,0.0801,0.72,0,329.17,152.63,0.2928,2.083,2,59.85,1416.0,0,394.64012799999995,235.95087679999995
mp-416667,Ti2Os3,2,hexagonal,173,Metal,-1.7291,0.0294,0.0,1,180.0,22.29,0.4453,4.35,12,780.01,1703.0,1,64.431474,36.918884399999996
mp-549660,HeK,2,cubic,220,Chalcogenide,-0.4993,0.0502,1.854,0,78.04,15.67,0.4042,0.5,4,26.38,1799.0,0,44.007628,26.204576799999998
mp-311322,Li2Be3P4,3,cubic,216,Carbide,-0.953,0.0177,0.923,0,243.23,170.65,0.2321,5.536,12,850.2,3063.0,1,420.51573,250.095038
mp-914148,AsMn2,2,hexagonal,176,Sulfide,-1.3799,0.0532,1.398,0,66.59,18.81,0.3563,0.5,8,38.59,1247.0,0,51.024006,30.4144036
mp-319741,He3Ar3,2,monoclinic,13,Halide,-3.9499,0.0073,5.192,0,100.68,53.86,0.2675,4.756,16,906.46,1371.0,1,136.5351,80.01866
mp-448840,AlPb4,2,cubic,199,Nitride,-0.7323,0.1453,0.453,0,334.53,252.94,0.1912,6.908,24,1698.22,1372.0,0,602.604256,358.79935359999996
mp-624882,Pt2Ce4Na4,3,hexagonal,194,Intermetallic,-1.3448,0.0284,0.0,1,143.03,71.28,0.2968,5.782,16,1222.7,1007.0,1,184.871808,108.61028479999999
mp-900036,N2Zr2Cl4Zn,4,cubic,209,Chalcogenide,-1.0605,0.076,0.757,0,163.91,107.51,0.2391,4.059,6,164.64,200.0,0,266.431282,158.2351692
mp-285048,Mn2Sr2,2,orthorhombic,56,Intermetallic,-0.5715,0.1565,0.0,1,220.23,192.46,0.1675,3.929,4,172.72,2027.0,0,449.39410000000004,268.06486
mp-619268,Rh2Fe,2,hexagonal,193,Oxide,-1.2418,0.0724,6.483,0,230.87,84.14,0.3314,4.86,8,584.2,2485.0,0,224.047992,132.4847952
mp-511105,Zn3,1,cubic,221,Oxide,-3.8825,0.0116,7.652,0,255.75,153.42,0.2581,4.008,32,1946.8,2250.0,1,386.03540399999997,230.01804239999998
mp-968295,Al3Sb4,2,cubic,208,Semiconductor,-0.651,0.0069,1.304,0,15.01,6.8,0.3121,0.5,8,35.62,547.0,1,17.84456,10.506736000000002
mp-700061,As3,1,tetragonal,126,Chalcogenide,-1.343,0.1193,0.157,0,93.01,52.19,0.2674,5.381,2,83.14,1749.0,0,132.291212,77.2223272
mp-672452,Be2He3Ti2,3,cubic,200,Halide,-4.4964,0.0099,2.426,0,57.31,22.84,0.3067,1.543,6,99.9,710.0,1,59.690056,35.1968336
mp-902950,N4P3Ir3Se4,4,cubic,230,Oxide,-4.5717,0.0162,4.516,0,176.55,57.12,0.3536,5.495,12,827.97,2413.0,1,154.635264,90.5831584
mp-779264,Hf4Cl4Al3,3,cubic,226,Oxide,-1.3099,0.1312,4.386,0,77.0,51.13,0.2492,5.563,6,512.49,2031.0,0,127.74319200000002,74.4207152
mp-988372,ArNeBiHf2,4,cubic,205,Ceramic,-2.6437,0.0285,4.931,0,88.43,36.74,0.3178,3.87,4,239.11,3548.0,1,96.83194400000001,56.5511664
mp-162991,W4Si3,2,cubic,229,Oxide,-3.4391,0.0144,5.177,0,84.43,25.53,0.361,4.413,2,106.59,1907.0,1,69.49266,39.930396
mp-625226,Y4Mg3Cl2,3,orthorhombic,23,Phosphide,-0.2332,0.0088,1.809,0,113.14,32.56,0.3644,4.888,8,307.12,1387.0,1,88.84972800000001,51.35463680000001
mp-400345,PbK2,2,orthorhombic,32,Perovskite,-4.2451,0.006,1.774,0,58.34,54.49,0.1738,6.583,6,308.5,2016.0,1,127.92072399999999,74.1192344
mp-513922,Ca3Fe2Li3,3,hexagonal,178,Ceramic,-3.4206,0.002,2.298,0,68.19,39.78,0.2614,5.211,6,442.46,2106.0,1,100.35698400000001,58.129790400000005
mp-192375,Sb4Si4W2,3,cubic,221,Metal,-1.3108,0.0441,0.0,1,125.41,59.49,0.2991,9.98,8,824.08,1810.0,1,154.566918,88.74815079999999
mp-126086,ArZr3Nb,3,orthorhombic,60,Metal,-1.3883,0.0058,0.0,1,160.37,131.96,0.1798,7.873,2,125.62,1643.0,1,311.372816,183.6744896
mp-505025,NaAl4,2,hexagonal,177,Halide,-3.6776,0.0212,5.669,0,95.54,53.91,0.265,4.841,12,791.7,1627.0,1,136.3923,79.89898
mp-621875,Ce3,1,triclinic,1,Oxide,-2.0068,0.0017,5.319,0,198.46,136.29,0.2196,2.951,4,108.18,2162.0,1,332.438568,198.2827408
mp-727585,SiY4,2,cubic,208,Metal,-0.3416,0.0638,0.0,1,92.74,34.96,0.3223,10.475,12,1198.83,1317.0,0,92.45521600000001,51.2831296
mp-861819,Os3Sb3K2,3,cubic,195,Intermetallic,-0.625,0.3083,0.0,1,141.96,138.98,0.1486,4.166,12,825.41,1175.0,0,319.264856,189.8925136
mp-172269,Cu4Mn2,2,tetragonal,78,Intermetallic,-0.761,0.0157,0.0,1,245.61,55.93,0.3955,7.668,4,366.35,1190.0,1,156.10063,90.593178
mp-320812,Sb4Sr2Ar2,3,trigonal,158,Perovskite,-2.0389,0.0017,0.775,0,105.01,59.28,0.2537,3.308,6,212.21,1177.0,1,148.638672,87.86000320000001
mp-554657,Pb2CoPt,3,trigonal,158,Oxide,-2.1035,0.0129,8.049,0,307.01,154.95,0.2878,5.007,24,1682.48,1884.0,1,399.08922,237.450732
mp-362998,AuCr,2,cubic,195,Metal,-2.7818,0.0179,0.0,1,164.89,111.38,0.224,8.351,8,677.0,1500.0,1,272.65824,160.25454399999998
mp-488206,Be3Ag4In3Ir2,4,cubic,208,Halide,-4.6102,0.0679,5.433,0,52.57,18.03,0.3359,2.869,12,351.97,1182.0,0,48.172554000000005,27.755932400000003
mp-357464,Sc3N,2,hexagonal,169,Semiconductor,-0.6811,0.1166,2.159,0,81.62,36.47,0.3045,3.522,2,86.6,1435.0,0,95.15023,55.681338
mp-444070,ReBe4Te2,3,cubic,207,Ceramic,-3.7665,0.0189,2.53,0,143.3,57.23,0.3276,7.056,12,1145.19,1640.0,1,151.95709599999998,88.35185759999999
mp-607550,N3Te3Zn,3,hexagonal,168,Oxide,-2.2704,0.0045,3.939,0,136.74,77.02,0.2732,5.506,16,837.34,1827.0,1,196.123728,115.47183679999999
mp-850951,TaAr4Rh4,3,monoclinic,15,Alloy,-0.6184,0.2714,0.0,1,186.42,82.9,0.3145,4.693,2,87.33,1313.0,0,217.94410000000002,128.88926
mp-554475,Hf3Si2,2,tetragonal,134,Ceramic,-3.7967,0.0078,3.496,0,151.68,67.75,0.2957,6.483,12,285.89,2041.0,1,175.56735,102.74721000000001
mp-121131,Sn2Li2,2,tetragonal,77,Chalcogenide,-0.3028,0.0086,2.871,0,142.86,96.0,0.2255,4.817,8,362.32,1315.0,1,235.296,139.25079999999997
mp-772920,Cr4H2F,3,trigonal,165,Oxide,-3.5411,0.0204,7.893,0,153.15,106.79,0.22,5.644,16,1104.9,2436.0,1,260.5676,154.08296
mp-126526,MnRe2B4,3,hexagonal,183,Oxide,-3.3669,0.018,2.66,0,323.32,133.67,0.3197,3.91,8,391.08,2292.0,1,352.808598,210.12115880000002
mp-195228,YFe,2,orthorhombic,55,Oxide,-3.8424,0.0096,4.176,0,103.08,18.95,0.418,4.19,12,690.7,2197.0,1,53.7422,30.569319999999998
mp-401314,RhGa,2,hexagonal,194,Metal,-0.5239,0.004,0.0,1,201.14,109.19,0.2536,0.5,12,53.34,1392.0,1,273.761168,164.05670080000002
mp-925172,Re3C,2,cubic,224,Perovskite,-4.381,0.0107,0.78,0,114.1,65.33,0.2562,5.662,4,298.43,1979.0,1,164.135092,96.21625519999999
mp-379015,Ge4Ag4,2,cubic,210,Intermetallic,-1.575,0.0598,0.0,1,227.45,97.85,0.3038,11.412,12,1458.02,1471.0,0,255.15366,148.527396
mp-849247,Na4CeCl2,3,orthorhombic,70,Nitride,-0.7909,0.0243,0.907,0,191.74,67.44,0.3381,5.631,2,65.08,1877.0,1,180.48292800000002,106.03735680000001
mp-669546,Cd3Si3,2,cubic,212,Nitride,-1.6761,0.0989,3.611,0,292.15,122.32,0.3179,1.173,16,143.68,1729.0,0,322.411056,192.97743359999998
mp-832939,N4C4,2,orthorhombic,35,Sulfide,-1.4044,0.063,0.63,0,60.27,37.52,0.2552,5.198,16,1023.01,1883.0,0,94.190208,54.4349248
mp-973448,Ir4Nb3Se,3,tetragonal,118,Nitride,-1.0214,0.1304,0.771,0,231.78,101.92,0.3107,5.657,8,842.57,606.0,0,267.173088,158.0410528
mp-864598,O3Mg2N,3,hexagonal,175,Semiconductor,-1.474,0.1432,2.294,0,112.4,89.42,0.158,2.841,4,131.03,707.0,0,207.09671999999998,123.12163199999999
mp-254132,InCr2,2,cubic,220,Oxide,-2.285,0.0041,7.56,0,53.5,7.41,0.4362,5.164,8,424.95,2027.0,1,21.284484,10.7050904
mp-680245,Mg2,1,orthorhombic,68,Oxide,-3.4264,0.013,4.873,0,123.5,63.89,0.2713,6.285,12,1142.75,2426.0,1,162.44671400000001,94.95402840000001
mp-748005,TiF4Fe3,3,monoclinic,6,Phosphide,-1.4003,0.0587,1.858,0,129.72,67.59,0.2989,7.099,4,391.35,822.0,0,175.585302,102.5115812
mp-874889,NK4Si4La,4,cubic,197,Ceramic,-3.882,0.0689,3.478,0,260.5,164.18,0.2483,1.9,4,85.93,1855.0,0,409.891788,245.1750728
mp-701299,Cr2,1,hexagonal,191,Sulfide,-0.8751,0.1793,0.089,0,71.58,39.62,0.2755,1.901,16,476.94,977.0,0,101.07062,59.881972000000005
mp-105867,HfAl3CdZn,4,hexagonal,193,Alloy,-2.454,0.0846,0.0,1,184.69,81.98,0.3001,3.233,8,456.49,2045.0,0,213.164396,126.6054376
mp-228149,Be3Si2Ce4,3,trigonal,144,Metal,-1.3806,0.0028,0.0,1,129.68,31.46,0.396,14.715,12,1444.97,578.0,1,87.83632,46.815791999999995
mp-48908,Y4,1,tetragonal,137,Silicate,-3.4691,0.0634,1.472,0,50.33,21.87,0.2992,2.216,6,135.97,1905.0,0,56.827008,33.20980479999999
mp-278033,Sb2CoNb2,3,tetragonal,130,Phosphide,-0.0607,0.0206,0.946,0,103.07,36.62,0.3415,5.673,6,317.48,1526.0,1,98.25145999999998,56.68167599999999
mp-414454,Ca3Pd2Ar4,3,orthorhombic,45,Metal,-1.352,0.1105,0.0,1,157.17,79.77,0.29,8.373,32,2437.89,2210.0,0,205.8066,120.13476
mp-808753,TeAg3Al,3,monoclinic,8,Intermetallic,-1.8397,0.1677,0.0,1,80.37,39.59,0.2876,7.185,4,406.82,1995.0,0,101.95216800000001,58.2973008
mp-91218,Ga3W,2,hexagonal,187,Silicate,-2.071,0.0064,0.5,0,84.53,35.93,0.3194,2.91,6,246.94,1401.0,1,94.812084,55.7232504
mp-633775,Na3CSc,3,monoclinic,15,Semiconductor,-1.2669,0.0171,1.645,0,93.46,73.37,0.1765,6.767,2,177.71,1322.0,1,172.63961,100.876966
mp-672067,Ag4Cd4,2,hexagonal,190,Alloy,-2.2252,0.0225,0.0,1,154.55,50.48,0.352,10.139,6,826.91,1518.0,1,136.49791999999997,77.84315199999998
mp-628873,MgSr3,2,cubic,201,Ceramic,-3.8442,0.0049,6.144,0,163.26,118.97,0.227,2.215,4,101.19,2042.0,1,291.95238,174.285428
mp-343524,Li4Sr2,2,orthorhombic,52,Metal,-1.3121,0.1322,0.0,1,132.9,36.08,0.3733,6.488,32,2138.44,800.0,0,99.09732799999999,56.86319679999999
mp-777060,Bi4Y3,2,monoclinic,7,Metal,-0.3288,0.0367,0.0,1,173.23,113.53,0.2476,8.417,4,464.68,1655.0,1,283.280056,166.60123359999997
mp-410817,Pb4Hf3,2,cubic,219,Chalcogenide,-1.9004,0.0826,3.198,0,84.06,40.16,0.2787,2.994,8,393.09,1006.0,0,102.70518399999999,60.425510399999986
mp-946451,Br,1,cubic,225,Perovskite,-2.4337,0.0087,4.124,0,49.12,24.33,0.2989,2.311,2,21.34,1851.0,1,63.20447399999999,36.998284399999996
mp-551620,Cu3B2,2,hexagonal,187,Nitride,-1.0695,0.0866,0.517,0,313.05,110.58,0.3304,8.216,8,1032.38,1443.0,0,294.231264,173.25235840000002
mp-341426,Pd4Si4,2,orthorhombic,64,Intermetallic,-1.1788,0.0582,0.0,1,134.36,58.57,0.3091,11.583,4,788.86,1172.0,0,153.347974,87.3755844
mp-87061,AsV4Bi,3,cubic,195,Halide,-2.598,0.0611,5.696,0,101.04,72.58,0.1905,3.852,24,721.15,1550.0,0,172.81298,102.146988
mp-751742,Fe4CeReIr4,4,orthorhombic,34,Carbide,-0.8725,0.0368,1.657,0,101.18,59.33,0.2633,4.25,4,133.22,2422.0,1,149.903178,88.2419068
mp-201236,Te2Sc,2,hexagonal,185,Ceramic,-2.2871,0.025,0.599,0,181.63,85.29,0.2961,5.879,24,2078.64,2268.0,1,221.08873800000003,130.30164280000002
mp-697514,F4Zn,2,hexagonal,182,Oxide,-4.6415,0.007,5.634,0,120.72,33.38,0.3835,4.44,2,84.52,1897.0,1,92.36246,53.641476
mp-131299,Ce3Ga3,2,tetragonal,109,Oxide,-1.8108,0.0003,6.379,0,239.21,163.1,0.2242,6.019,8,513.75,2324.0,1,399.33403999999996,237.19282399999997
mp-250755,Cu2Na3Si3,3,cubic,196,Phosphide,-0.7151,0.0173,1.054,0,131.84,66.95,0.2737,0.5,4,29.3,1141.0,1,170.54843000000002,102.12905800000001
mp-819629,Sb4Os3,2,monoclinic,4,Halide,-3.9775,0.0379,6.507,0,69.13,30.92,0.3062,3.23,24,1055.91,1263.0,1,80.77540800000001,47.173244800000006
mp-219943,Cr4Pb,2,trigonal,167,Ceramic,-1.8683,0.0767,5.859,0,177.68,140.26,0.1977,3.482,32,1887.28,2514.0,0,335.97880399999997,200.19448239999997
mp-955979,TeH2,2,hexagonal,184,Oxide,-3.232,0.0276,4.977,0,157.3,65.33,0.301,6.57,4,340.14,2335.0,1,169.98865999999998,99.36519599999998
mp-674319,InC,2,tetragonal,134,Semiconductor,-1.8632,0.0744,0.985,0,75.98,67.31,0.1716,6.961,16,2254.31,1135.0,0,157.720792,91.84807519999998
mp-725790,Mg,1,monoclinic,5,Semiconductor,-0.3919,0.0884,1.538,0,65.76,28.89,0.314,4.909,16,958.92,1236.0,0,75.92292,43.590152
mp-862771,Cr4Ar3,2,hexagonal,179,Metal,-0.3988,0.1046,0.0,1,134.79,56.87,0.3032,7.208,24,2268.74,2137.0,0,148.225968,86.0523808
mp-456842,Co2N4,2,cubic,213,Perovskite,-3.3795,0.0056,1.997,0,96.12,25.38,0.3731,6.292,12,797.21,1322.0,1,69.698556,39.3023336
mp-943714,Se3RuZn2Sr3,4,hexagonal,179,Semiconductor,-0.3032,0.1171,1.837,0,76.16,64.94,0.1851,4.938,4,347.28,1341.0,0,153.920788,90.37727279999999
mp-854149,V2Sc4Te2Pd,4,trigonal,151,Intermetallic,-2.3393,0.0116,0.0,1,220.33,82.6,0.339,7.609,32,1776.75,1265.0,1,221.20279999999997,129.67807999999997
mp-882026,OBr4,2,cubic,203,Metal,-1.1669,0.1371,0.0,1,136.14,85.17,0.2389,3.013,8,349.81,565.0,0,211.03422600000002,125.4153356
mp-127773,K4,1,tetragonal,119,Nitride,-0.6737,0.0008,2.077,0,218.93,139.31,0.2214,7.044,8,584.83,1152.0,1,340.306468,201.3662808
mp-588984,Al3La4K,3,monoclinic,4,Metal,-0.7419,0.0952,0.0,1,2.0,1.23,0.2448,6.968,8,648.87,1246.0,0,3.0622079999999996,-0.9498752000000006
mp-961967,Mg2Hf4Os,3,hexagonal,169,Silicate,-4.6811,0.0235,1.579,0,143.84,38.67,0.3848,4.822,4,192.11,1320.0,1,107.10043200000001,62.331459200000005
mp-247535,He2S3,2,hexagonal,177,Intermetallic,-0.3393,0.0107,0.0,1,57.22,24.96,0.3128,4.524,4,266.74,2406.0,1,65.534976,37.5113856
mp-814022,Au3Cl2Pt2,3,trigonal,146,Nitride,-1.579,0.3896,0.352,0,288.35,248.87,0.1636,2.545,8,215.29,1157.0,0,579.170264,346.4841584
mp-812586,S2Pb3,2,trigonal,162,Silicate,-2.0276,0.0291,5.184,0,99.65,55.51,0.2557,7.716,16,1454.57,1412.0,1,139.407814,80.5582884
mp-320032,Mn3Au2Zn2,3,tetragonal,100,Intermetallic,-0.0328,0.0796,0.0,1,110.89,68.4,0.2242,14.139,16,3806.37,200.0,0,167.47056,94.82673600000001
mp-633288,Ce,1,hexagonal,186,Halide,-2.6932,0.0101,9.177,0,72.61,50.94,0.2196,2.927,4,136.32,1401.0,1,124.252848,73.3809088
mp-156897,Mo3Au2,2,hexagonal,193,Oxide,-1.1384,0.1085,5.371,0,226.68,145.2,0.2196,5.301,8,676.38,2367.0,0,354.17184,210.382704
mp-620739,GaK3O2,3,hexagonal,170,Silicate,-3.9128,0.0027,7.341,0,2.0,0.92,0.2945,4.714,4,106.98,1016.0,1,2.38188,-0.456472
mp-681564,LiCd2Ni2,3,hexagonal,176,Ceramic,-1.2897,0.0108,6.989,0,165.77,99.22,0.2597,3.672,2,96.21,1693.0,1,249.97486800000001,148.5161208
mp-649850,Mg3,1,hexagonal,181,Ceramic,-4.4359,0.0047,3.467,0,232.88,84.92,0.3254,2.256,4,109.64,2158.0,1,225.105936,134.1611616
mp-783548,V4Mo3,2,hexagonal,187,Oxide,-2.5928,0.0273,9.125,0,267.59,46.09,0.4165,3.232,4,134.95,1898.0,1,130.57297000000003,77.05098200000002
mp-758556,AuGa4,2,cubic,229,Oxide,-1.516,0.0074,12.0,0,138.51,96.01,0.2299,7.301,4,277.61,1809.0,1,236.165398,138.7788388
mp-679191,LaK,2,trigonal,153,Alloy,-1.4606,0.2342,0.0,1,165.73,76.91,0.2947,9.007,8,528.1,1070.0,0,199.15075399999998,115.88765239999998
mp-602129,Mo2P2,2,hexagonal,188,Chalcogenide,-1.8059,0.1695,2.125,0,59.18,40.86,0.2291,5.665,12,901.52,417.0,0,100.442052,57.999231200000004
mp-142064,He4AuCo3Ca4,4,cubic,226,Semiconductor,-0.7783,0.1546,2.344,0,126.11,82.1,0.2407,1.93,4,84.4,1349.0,0,203.72293999999997,121.46176399999997
mp-631358,HNb4,2,tetragonal,137,Metal,-1.149,0.3519,0.0,1,124.78,44.88,0.3364,4.456,16,1106.54,1357.0,0,119.95526400000001,70.1907584
mp-197721,Cl3,1,cubic,207,Ceramic,-3.6738,0.0298,7.966,0,227.34,60.6,0.3687,4.234,12,304.44,1224.0,1,165.88644,97.838264
mp-433471,Ru3Sb3B4In,4,cubic,199,Ceramic,-4.3896,0.0579,4.852,0,258.18,135.01,0.2738,1.485,12,232.03,1898.0,0,343.951476,205.7768856
mp-973212,Cr2Rh3Ag2Ne,4,orthorhombic,19,Oxide,-4.9371,0.0019,3.578,0,89.6,27.82,0.3531,2.417,12,321.25,2681.0,1,75.286484,44.2050904
mp-758769,Sc3Ce,2,orthorhombic,17,Phosphide,-1.1059,0.0011,0.304,0,62.03,40.34,0.2298,8.652,4,290.14,1485.0,1,99.22026400000001,56.07135840000001
mp-178576,HfReS,3,tetragonal,134,Ceramic,-3.7073,0.0147,7.241,0,239.58,203.6,0.1904,4.254,16,713.31,2760.0,1,484.73087999999996,289.13692799999995
mp-402510,Cr3Sr4Hf4,3,monoclinic,8,Oxide,-1.3393,0.0578,7.796,0,223.51,90.22,0.3069,5.211,16,549.2,2109.0,0,235.817036,139.4058216
mp-499132,Ir3Ba4Se3,3,cubic,222,Semiconductor,-0.6456,0.0482,1.418,0,55.04,29.06,0.2909,3.609,32,1385.47,1481.0,1,75.027108,43.5726648
mp-328061,Cr2Rh3,2,orthorhombic,55,Oxide,-1.5045,0.0264,3.834,0,216.56,43.45,0.4114,3.558,6,445.09,2259.0,1,122.65066,72.167196
mp-550599,BrSn3,2,orthorhombic,31,Semiconductor,-0.3054,0.0038,1.356,0,157.33,117.59,0.1933,3.87,6,292.32,947.0,1,280.64029400000004,166.83617640000003
mp-685778,Ce4Al4,2,cubic,219,Halide,-5.5137,0.0014,6.36,0,156.12,119.08,0.1932,4.867,6,298.94,1138.0,1,284.172512,168.55670719999998
mp-528682,Sr2B3,2,cubic,219,Boride,-1.1242,0.0152,0.394,0,393.32,254.84,0.2441,9.361,12,1519.09,1136.0,1,634.092888,376.71133280000004
mp-743124,H4Bi2,2,cubic,218,Oxide,-1.4373,0.0169,1.868,0,218.39,130.7,0.2599,5.875,8,712.57,1612.0,1,329.33786,195.252716
mp-781114,Rh,1,tetragonal,117,Carbide,-1.2035,0.0288,1.88,0,292.64,145.74,0.2892,2.764,16,581.67,1667.0,1,375.7760160000001,224.36000960000004
mp-339211,Zn2Os4Cr2,3,cubic,223,Oxide,-3.6942,0.0225,0.8,0,174.9,73.2,0.3195,4.207,8,172.03,2236.0,1,193.17480000000003,114.22208000000002
mp-967863,TaSc,2,orthorhombic,31,Sulfide,-1.2979,0.1388,0.925,0,39.77,23.03,0.245,1.949,6,187.2,1217.0,0,57.34470000000001,33.62722
mp-28016,Au2LiSb4,3,cubic,199,Oxide,-1.6371,0.0855,4.378,0,235.5,149.75,0.2381,4.174,8,454.97,2340.0,0,370.81095,220.81697
mp-318728,Mo4Os4Pb,3,monoclinic,5,Sulfide,-2.8401,0.0039,0.565,0,45.95,14.77,0.3541,1.032,12,147.22,843.0,1,40.000114,23.5872684
mp-129574,HeO,2,cubic,202,Alloy,-0.8206,0.1113,0.0,1,89.38,41.14,0.2855,9.718,8,920.48,1353.0,0,105.77094,59.57536399999999
mp-330049,RuLa,2,orthorhombic,35,Intermetallic,-0.0689,0.0175,0.0,1,115.98,41.74,0.3434,8.722,6,942.73,633.0,1,112.147032,63.7994192
mp-66933,Mo4HfB3,3,tetragonal,124,Chalcogenide,-1.6014,0.0362,1.972,0,77.79,49.55,0.2202,4.769,2,150.92,659.0,1,120.92181999999998,70.64549199999999
mp-469093,B4ZrAu3,3,hexagonal,194,Intermetallic,-1.2768,0.1408,0.0,1,68.99,39.81,0.2603,10.681,2,263.41,1147.0,0,100.34508600000001,55.9346516
mp-927884,Cl4Ru,2,monoclinic,10,Oxide,-1.0342,0.0242,5.222,0,187.34,88.0,0.2908,7.067,6,616.96,2964.0,1,227.18079999999998,133.48167999999998
mp-945548,Se2,1,orthorhombic,45,Semiconductor,-0.3812,0.0187,3.172,0,91.34,21.84,0.3893,2.029,2,49.71,1390.0,1,60.684624,35.5991744
mp-547503,Cd2Pd4,2,hexagonal,179,Carbide,-2.1701,0.0088,1.554,0,253.4,119.44,0.3215,8.663,8,654.32,2387.0,1,315.67992,185.94275199999998
mp-638556,Pb3Be2,2,tetragonal,101,Metal,-0.951,0.0069,0.0,1,97.42,62.31,0.2346,7.417,8,661.98,2427.0,1,153.855852,89.34671119999999
mp-171611,Al2Cl3N,3,tetragonal,123,Intermetallic,-1.1203,0.0418,0.0,1,98.77,67.57,0.2025,6.195,8,587.7,874.0,1,162.50585,95.02551000000001
mp-255961,Ni3Ba3Ce3Hf2,4,cubic,215,Carbide,-0.4993,0.0413,3.563,0,321.89,109.94,0.3458,9.407,16,1853.85,2467.0,1,295.914504,173.7859024
mp-567795,Cr3Zn3,2,triclinic,2,Ceramic,-1.5848,0.067,7.173,0,124.31,109.29,0.1571,6.359,24,1374.95,2419.0,0,252.91891800000002,149.2077508
mp-63580,Se2La3,2,monoclinic,15,Halide,-3.567,0.0129,2.02,0,64.75,26.4,0.3218,0.5,4,26.61,1848.0,1,69.79104,41.674623999999994
mp-915514,Sr3,1,monoclinic,9,Oxide,-3.5378,0.0322,1.66,0,158.11,19.92,0.4401,4.989,24,1423.74,1823.0,1,57.373584,32.4285504
mp-337028,Ne4Ir,2,hexagonal,188,Nitride,-0.1003,0.0837,0.584,0,185.68,126.98,0.2145,0.869,12,183.15,1443.0,0,308.43442,184.71305199999998
mp-401538,HMn3Hf2Rh2,4,tetragonal,120,Oxide,-2.3158,0.0011,5.343,0,161.81,25.38,0.4237,1.113,2,20.26,784.0,1,72.267012,42.9150072
mp-854928,BiO4Sr3,3,cubic,213,Metal,-2.9272,0.0036,0.0,1,32.16,5.72,0.4162,10.677,8,1090.27,1440.0,1,16.201327999999997,5.4499967999999965
mp-621156,Ir4,1,triclinic,1,Carbide,-0.9616,0.1349,0.504,0,400.58,259.03,0.2297,4.086,2,105.08,2232.0,0,637.0583819999999,380.6006291999999
mp-714592,ClRu3,2,monoclinic,7,Ceramic,-4.1392,0.008,5.095,0,140.28,116.68,0.1675,3.646,2,64.17,2494.0,1,272.44780000000003,162.01028
mp-136300,N4Li,2,cubic,220,Nitride,-1.5484,0.0967,3.579,0,269.8,157.72,0.259,5.59,6,425.36,715.0,0,397.13895999999994,236.04737599999996
mp-991274,HSb4,2,cubic,213,Metal,-1.0143,0.0261,0.0,1,152.33,60.04,0.3269,5.087,12,850.49,1419.0,1,159.334152,93.56569119999999
mp-188450,In2Ta3B,3,orthorhombic,46,Semiconductor,-1.5112,0.0645,0.958,0,143.69,73.97,0.2761,4.472,24,1225.52,703.0,0,188.786234,111.4829404
mp-507476,F3Co3,2,orthorhombic,61,Oxide,-2.3577,0.0063,3.866,0,146.01,90.28,0.2432,3.576,16,649.71,2039.0,1,224.472192,133.25291520000002
mp-725404,Al4B4,2,cubic,216,Semiconductor,-0.8404,0.0487,1.757,0,108.13,54.79,0.2969,1.556,6,97.11,200.0,1,142.11430199999998,84.64618119999999
mp-317556,CeAg2Pt,3,cubic,212,Metal,-0.8904,0.0992,0.0,1,207.26,112.99,0.2679,5.288,12,919.07,1552.0,0,286.520042,169.7968252
mp-396228,SbFe4,2,cubic,213,Oxide,-1.0947,0.0392,2.54,0,90.12,73.55,0.2017,4.411,6,302.95,1984.0,1,176.77007,104.29764200000001
mp-506448,Cr3Zr2,2,monoclinic,4,Oxide,-3.321,0.0118,7.018,0,159.8,71.14,0.291,2.351,12,206.64,1948.0,1,183.68348,109.269688
mp-313720,NaLi2V4Ba,4,tetragonal,79,Oxide,-4.5336,0.0143,6.196,0,67.14,58.35,0.1694,3.169,12,623.54,2121.0,1,136.46898000000002,80.613788
mp-691377,Cl3Br2,2,cubic,230,Sulfide,-0.0677,0.1105,0.26,0,53.88,29.14,0.2604,5.318,6,340.5,1495.0,0,73.456112,41.9464672
